,answer,question_text,text_id,grade,score
1386,"The part that bored me the most was when people responded no to everything he did,The thing that i couldn't stop reading was when one person responded yes and his water guns were invented.","Describe one part of this text that totally bored you, and another part that you could not stop reading. Include your reasons why for both.",AUTGDW_Iqc4__IfsJJe9_KbBA,6,6
1387,I liked the yellow animal with red dots because he could change the color of them to orange purple blue green and he could put them on other people and he could have rainbow dots too also he can make them tiny too,Pick your favorite character from the book and list three reasons why he or she is your favorite.,BASE4kBqBSYvomhaE7E43wiKQw,2,9
1388,Chase was looking 4 Rubble with his drone he found Rubble and found mice to . FIRST  he did not know they where mice until the drone pick them up . Everyone though it was ghost in the cabin .,Pick any picture in this book. What does this picture tell you?,AUTXBil54HJgh0bFYGpfQo0Wg,2,9
1389,I could put myself through extreme physical training and discipline my self to achieve the physical attributes of my books main protagonists. I could also help people in need to gain the mentality and moral standards of the characters in my book. They are all willing to fight for what they believe is right. It's  necessary to believe in yourself to be like the Loriens.,What steps could you take personally in your life to be more like the character or person in this book whom you respect the most?,BASESQJSDVzs-RfeWvOUREsylA,7,9
1390,"I didn't expect the blanket to be at the car wash. Her mother washed her blanket. She brought it to her at bedtime. She went to sleep with her blanket. She looked for her blanket at the library, playground, car wash, and all over her house.",What happened in the text that you did not expect? What happened after that?,BASEeT1_A500_ooq2kFXTA1evw,3,10
1391,Wind Mr Neat come in and mowed and pruned and snipped and clipped and cleared and dug and Mr Messy did not what that to happy tow his house i think the instead will be more mad at hem but Mr Messy did not got mad at hem he just stand there and say no quirt,"Find a line in this text that could be rewritten as a metaphor or an expression. First quote the phrase, then write the expression or metaphor that could be used instead.",BASE5FCcJ9xMDcEUQdlFbb76zQ,4,6
1392,many animals that once lived on our planet will never be seen again they have become extinct. some of these animals were hunted until there were no more left others died because there was no food for them to eat...  People and Places,What do you remember best from what you just read?,BASEpto627Z1oHl0NZPiThzdDQ,2,9
1393,ghsfgh,List the most important lessons you have learned from the text. Then explain which lesson you think is the most important for other people your age to know.,AUTBo0FJXSpzM5K-qVdTV_tDQ,5,0
1394,YES! Because it is vary cool. Also it shows some things on safety that is vary awesome.,Will you ever read this book again? Why?,AUTIxVkfLLNFq5TKxIHY6n-TQ,2,8
1395,main charecter because one of the main charecters is a great person that helps out a hole bunch,"Would you rather be friends with the main character or person in the text you are reading now, or with the main character or person from the last text you read? Why?",BASEdRowu6sYSSjXYTix_fCcfg,4,7
1396,I would rather be friends with the character in the book I read a week ago rather than once before your character in the last read. the reason why is the main character in the book that I just read was going through World War II and tons of killing and death. But in the book I read a week ago so main character lived in a chocolate factory and I absolutely love chocolate.,"Would you rather be friends with the main character or person in the text you are reading now, or with the main character or person from the last text you read? Why?",BASEQTeKRPQtEnGNGUpcEuvtxg,5,9
1397,I think that the antagonist in the story are the RECO'S and the cold weather. I think the RECO'S because they were trying to capture Roz and they caused destruction. I think the cold weather because the cold weather caused many animals to freeze to death and the snow was dangerous.,Does this text have an antagonist ('bad guy')? How do you know they are actually bad?,BASEi1Wj7q1wmNQPi0IbYlqtHA,5,10
1398,i did not think cob web was inacent and i thought moth did not kill him,What happened in this book that you did not think would happen?,BASETJoxULRCrGnaqA6yNb85pQ,2,8
1399,The only problem is that I don't want to change anything because it is a good book and it wouldn't make any sense if I had changed it so I don't want to change it.,What is one part of this book you would like to change?,AUTkPzA_NxfFKgilRZSyi4T-A,2,6
1400,Yes I have.Have you? The book that I started to read has a mouse and bear to and a strawberry. I love to read.I love typing.This question is a good idea.Do you think it is.How old is bear.Bye bye,What is one of the lessons in this book? What other book have you read that has a similar lesson?,BASE1DgC9AJQDckNNg-UAujv_Q,2,0
1401,"Anne respects Matthew because he constantly lets Anne go to the parties and local events. Matthew frequently seems to side with Anne and doesn't ever let Anne know when shes being too much, to prevent from Anne's feelings being destroyed. He always has been kind to her and comforted her through the rough times in her life. For example, when Marilla had gotten mad at her for ""taking her brooch"" Matthew had taken Anne's side and mentioned that maybe she dropped it somewhere and had comforted Anne.",Which person or character in this text do you think the author respects the most? How do you know?,MANUbz-YIbY6wI2W6XoJWtDB7Q,7,10
1402,Marcus was the happiest when him and his mom went to the park to celebrate the Fourth of July. I think he was happy because he didn't have any memories with his mom like he had with his dad and also because he didn't live with his mom. Marcus mom left him and his daddy  so he  had an empty space where him and his mom should of had a lot of memories and traditions to share. Marcus just wanted to have memories of him and his mom.,Think about the moment when the main character or person was happiest. Draw some conclusions about what made them so happy and why it affected them that way.,AUTz1q3rkR8dL1U8a6KgzP5YQ,7,10
1403,jdshfvifdvbwfdjvbjhjbegfbsdhghfbvhubhbfvhqbvhqefbvhqfbvhqervbhqwbvhfubvqhebvhqrbvhqbfvhjqbdvhdvbfgycfxfxftucgcrtfsxryicgyicftxrsresrdtysewdtdctifcgvoovhifvtyctgicvgvgctfsdzassesefcgvgvggvhutghdejdiawhvufhvqehfvbqefhvbqefvbqefbvqefhbvhqedvbqhedfvbhefobvehfdvbhfobvhwefbvhejfvbqehfbvqhefvbqefvbhwefovbwehbvhefubvhfebvwwhevbhervbehrvbrfbvhbwervubefhuvbhefbhubvhefbhrgerugfherwjgwirgfyu\grfyegryegiu2rgyruo2guryuogrrygfqeyrgfyegtrfo1u3orgyf,"Share a story about something that happened to one of the characters or people in this text, or something they did. What does this story tell you about the character or person's personality?",BASEtkd8wTlHBe3Z3Indx2jTaA,6,0
1404,This book was made up because how could no one figure out about the teacher quiting,Is this book a true story or a made up story?,BASEJUYw60aFB42l5bIWc5yKNQ,-1,10
1405,sometimes I don't get Leonardo because he really does not make any sense to me and I just do not really  personality I know he's a good guy but he does not really make sense or anything at all he is funny in like he is funny but you can sometimes,"Think about a disagreement that two people or characters had, then explain why each of them believed their side. Instead of deciding who is right; step into each of their shoes and try to understand their point of view. How would you feel?",AUT6trQU5mFbr-Yl79zxKR10w,5,5
1406,"The biggest frustration in the book is when S. Theodora  was face to face with Lemony Snicket. As Lemony was talking to S. Theodora, he asked too many questions. Then S. got annoyed. So the main reason she was mad is because of all the questions.",What is the biggest frustration that someone experienced in the text? Quote a passage that describes this individual's frustration and anger. Why were they so upset?,BASEypVW6BRa9yK8mEwCJM8xzQ,6,6
